Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level
STEM,Junior,3.123,5.17,Debugging/Troubleshooting,Beginner,2,False,2.79,2,Actively_Encouraged,5,2.957,70.7,Low
STEM,Graduate,2.776,4.04,Summarizing_Reading,Beginner,2,True,8.64,4,Allowed_With_Citation,4,2.785,92.01,Low
Humanities,Junior,3.808,1.14,Ideation,Advanced,5,False,12.97,2,Strict_Ban,3,3.961,93.33,Low
STEM,Junior,2.779,2.53,Copywriting/Drafting,Intermediate,2,False,20.84,2,Actively_Encouraged,6,3.123,86.18,Medium
Medical,Senior,3.352,18.72,Summarizing_Reading,Intermediate,2,True,8.11,7,Strict_Ban,7,3.377,86.33,Medium
STEM,Senior,3.401,19.39,Copywriting/Drafting,Intermediate,5,True,17.21,4,Actively_Encouraged,3,3.687,72.11,High
Business,Graduate,3.299,7.51,Ideation,Intermediate,3,True,13.33,2,Actively_Encouraged,2,3.793,86.22,Medium
Humanities,Freshman,3.416,3.21,Debugging/Troubleshooting,Advanced,4,False,17.35,3,Allowed_With_Citation,1,3.495,98.67,Medium
Arts,Graduate,3.25,14.96,Copywriting/Drafting,Intermediate,4,True,15.11,3,Allowed_With_Citation,3,3.729,100.0,Medium
Business,Sophomore,3.553,7.68,Debugging/Troubleshooting,Beginner,1,False,14.56,2,Allowed_With_Citation,3,3.879,88.2,Low
Humanities,Sophomore,3.708,28.7,Copywriting/Drafting,Intermediate,3,False,9.58,8,Allowed_With_Citation,5,3.729,41.89,High
Medical,Junior,3.452,36.74,Summarizing_Reading,Advanced,3,False,15.61,7,Strict_Ban,6,3.695,67.56,High
STEM,Sophomore,3.356,19.64,Debugging/Troubleshooting,Intermediate,4,True,14.82,7,Allowed_With_Citation,5,3.75,53.44,Medium
Business,Sophomore,3.566,23.08,Debugging/Troubleshooting,Beginner,2,False,12.58,4,Allowed_With_Citation,6,3.765,84.44,High
Medical,Graduate,3.519,9.14,Summarizing_Reading,Advanced,3,True,11.71,3,Allowed_With_Citation,4,3.498,96.73,High
Business,Freshman,2.615,2.42,Summarizing_Reading,Beginner,3,False,15.65,2,Allowed_With_Citation,5,2.63,70.5,Low
Business,Graduate,3.475,4.82,Copywriting/Drafting,Advanced,3,False,16.83,4,Actively_Encouraged,1,3.935,96.18,Medium
STEM,Junior,2.28,1.01,Debugging/Troubleshooting,Beginner,1,True,20.24,3,Actively_Encouraged,4,2.585,68.32,Medium
STEM,Graduate,3.146,10.3,Direct_Answer_Generation,Intermediate,5,True,6.27,2,Allowed_With_Citation,4,3.26,96.21,Medium
STEM,Graduate,2.795,13.95,Summarizing_Reading,Beginner,3,False,3.92,3,Allowed_With_Citation,4,2.95,80.24,High
Medical,Senior,3.369,3.33,Debugging/Troubleshooting,Beginner,3,True,14.56,1,Allowed_With_Citation,5,3.713,56.73,Low
Medical,Junior,3.33,31.86,Summarizing_Reading,Intermediate,1,True,10.3,7,Allowed_With_Citation,7,3.598,50.55,High
Humanities,Graduate,2.975,4.72,Ideation,Advanced,4,False,16.47,4,Actively_Encouraged,4,3.352,73.01,Low
STEM,Junior,2.117,9.62,Copywriting/Drafting,Advanced,3,True,11.86,5,Allowed_With_Citation,2,2.316,74.62,Low
STEM,Freshman,2.827,0.86,Debugging/Troubleshooting,Beginner,1,False,20.13,2,Allowed_With_Citation,4,3.039,65.0,Medium
Humanities,Graduate,3.727,2.06,Copywriting/Drafting,Intermediate,1,True,5.41,4,Actively_Encouraged,4,3.893,82.23,Low
Humanities,Sophomore,2.287,9.25,Copywriting/Drafting,Intermediate,3,False,18.2,1,Strict_Ban,5,2.687,93.81,High
Business,Freshman,2.525,0.06,Direct_Answer_Generation,Advanced,3,True,13.37,2,Allowed_With_Citation,3,2.756,79.49,Medium
Arts,Senior,3.944,0.97,Copywriting/Drafting,Advanced,3,False,23.07,2,Allowed_With_Citation,3,4.0,85.64,Low
Business,Junior,3.386,12.15,Copywriting/Drafting,Intermediate,4,False,6.76,6,Allowed_With_Citation,4,3.473,77.91,High
Business,Sophomore,3.588,4.33,Ideation,Beginner,3,True,9.16,5,Strict_Ban,5,3.524,58.35,Low
Arts,Junior,3.81,21.5,Copywriting/Drafting,Beginner,2,False,9.37,3,Strict_Ban,7,3.935,69.79,Medium
Business,Freshman,2.547,1.99,Ideation,Beginner,2,False,9.68,5,Allowed_With_Citation,4,2.352,71.44,Medium
Humanities,Senior,2.375,9.89,Copywriting/Drafting,Beginner,1,False,10.01,4,Allowed_With_Citation,6,2.662,81.04,High
Humanities,Junior,2.768,31.06,Debugging/Troubleshooting,Beginner,2,True,2.8,5,Allowed_With_Citation,5,3.125,66.35,High
STEM,Junior,3.213,6.68,Summarizing_Reading,Advanced,4,False,12.75,3,Actively_Encouraged,6,3.383,59.99,High
Business,Graduate,2.487,9.5,Debugging/Troubleshooting,Intermediate,5,False,9.07,4,Allowed_With_Citation,5,3.196,63.24,High
Medical,Senior,2.628,12.69,Summarizing_Reading,Intermediate,4,False,1.0,2,Allowed_With_Citation,4,2.713,73.91,Low
Business,Junior,3.919,17.85,Summarizing_Reading,Intermediate,3,True,13.02,5,Actively_Encouraged,6,4.0,81.92,Medium
Medical,Junior,3.687,6.2,Summarizing_Reading,Intermediate,3,False,9.95,3,Allowed_With_Citation,1,3.904,90.32,Medium
STEM,Senior,3.651,15.05,Copywriting/Drafting,Intermediate,2,True,3.76,6,Allowed_With_Citation,3,4.0,78.57,Medium
Arts,Sophomore,3.015,17.34,Debugging/Troubleshooting,Beginner,2,True,10.47,3,Strict_Ban,6,2.899,63.86,Medium
Arts,Senior,2.363,15.62,Debugging/Troubleshooting,Beginner,3,True,4.13,4,Strict_Ban,7,2.504,55.68,High
Business,Junior,3.383,1.79,Direct_Answer_Generation,Beginner,1,True,8.78,1,Actively_Encouraged,1,3.618,62.89,Medium
Medical,Junior,3.531,25.52,Summarizing_Reading,Beginner,3,True,12.21,7,Allowed_With_Citation,5,3.791,66.28,High
Business,Graduate,2.438,1.14,Summarizing_Reading,Intermediate,1,False,8.44,1,Strict_Ban,5,2.55,88.51,Medium
STEM,Freshman,3.479,1.57,Debugging/Troubleshooting,Intermediate,3,True,13.49,3,Strict_Ban,7,3.888,57.14,Low
STEM,Sophomore,3.571,1.25,Debugging/Troubleshooting,Advanced,4,True,7.28,4,Allowed_With_Citation,3,3.848,81.91,Medium
Business,Graduate,2.935,15.47,Direct_Answer_Generation,Beginner,1,True,11.77,2,Allowed_With_Citation,4,3.089,77.28,Medium
Medical,Graduate,3.538,3.13,Summarizing_Reading,Advanced,5,False,1.0,2,Actively_Encouraged,2,3.491,92.44,High
STEM,Senior,3.355,23.48,Debugging/Troubleshooting,Advanced,3,True,1.23,6,Strict_Ban,6,3.627,87.15,High
Business,Junior,2.503,11.66,Ideation,Intermediate,2,False,10.86,4,Strict_Ban,8,2.917,81.64,Low
Arts,Senior,2.441,2.64,Copywriting/Drafting,Intermediate,3,False,18.22,2,Strict_Ban,2,2.921,69.69,Low
STEM,Sophomore,3.767,8.39,Ideation,Beginner,3,True,12.44,6,Allowed_With_Citation,6,4.0,54.01,Medium
STEM,Junior,2.728,1.52,Copywriting/Drafting,Advanced,3,False,4.68,3,Allowed_With_Citation,2,2.725,81.26,Medium
Humanities,Junior,3.63,3.15,Summarizing_Reading,Advanced,3,False,3.28,3,Actively_Encouraged,4,3.848,88.08,Low
STEM,Freshman,3.418,29.53,Summarizing_Reading,Intermediate,3,True,8.24,7,Actively_Encouraged,4,3.153,56.51,High
STEM,Graduate,3.186,6.65,Direct_Answer_Generation,Beginner,2,False,12.02,1,Allowed_With_Citation,4,3.811,59.62,High
STEM,Junior,2.335,3.82,Direct_Answer_Generation,Beginner,2,False,6.06,4,Strict_Ban,4,2.607,72.97,High
STEM,Graduate,3.697,4.13,Debugging/Troubleshooting,Intermediate,1,True,13.81,1,Actively_Encouraged,4,4.0,91.69,Low
Business,Sophomore,3.039,3.02,Ideation,Intermediate,5,False,14.34,2,Actively_Encouraged,2,3.027,76.25,Low
Business,Sophomore,2.583,7.85,Ideation,Advanced,3,True,9.36,5,Strict_Ban,4,2.642,100.0,Medium
Business,Sophomore,1.62,2.54,Ideation,Intermediate,3,True,17.81,3,Allowed_With_Citation,3,1.816,72.4,Medium
Business,Senior,2.788,6.56,Copywriting/Drafting,Beginner,2,False,17.23,1,Allowed_With_Citation,4,3.116,71.99,Medium
Medical,Junior,3.012,1.42,Summarizing_Reading,Advanced,4,False,9.79,4,Allowed_With_Citation,6,3.332,62.8,Medium
Medical,Graduate,2.172,2.27,Ideation,Intermediate,2,False,13.95,4,Actively_Encouraged,3,2.551,67.4,High
Medical,Junior,3.398,9.6,Summarizing_Reading,Beginner,3,False,14.29,6,Allowed_With_Citation,6,3.424,60.85,Low
Humanities,Senior,3.732,32.79,Debugging/Troubleshooting,Intermediate,1,False,10.93,8,Actively_Encouraged,7,4.0,97.43,High
Medical,Senior,3.79,0.88,Debugging/Troubleshooting,Advanced,4,True,14.62,3,Actively_Encouraged,3,4.0,100.0,Low
Arts,Sophomore,3.21,18.9,Ideation,Advanced,5,True,1.09,3,Allowed_With_Citation,1,3.594,99.66,Medium
Humanities,Graduate,3.659,4.16,Copywriting/Drafting,Beginner,2,False,18.03,2,Allowed_With_Citation,5,4.0,79.95,Low
STEM,Sophomore,2.781,27.74,Copywriting/Drafting,Beginner,2,True,9.72,6,Actively_Encouraged,5,2.854,66.79,High
Business,Junior,2.974,0.96,Copywriting/Drafting,Intermediate,1,False,9.94,1,Actively_Encouraged,5,3.144,95.06,Low
STEM,Junior,3.75,2.93,Debugging/Troubleshooting,Intermediate,3,False,4.16,3,Allowed_With_Citation,1,3.849,75.3,Medium
STEM,Junior,2.902,1.4,Direct_Answer_Generation,Intermediate,2,True,10.1,4,Strict_Ban,4,3.375,72.4,Medium
Business,Freshman,2.562,3.24,Copywriting/Drafting,Intermediate,2,False,1.52,1,Strict_Ban,4,2.554,60.83,Low
Business,Junior,3.371,9.76,Direct_Answer_Generation,Beginner,1,False,3.28,2,Allowed_With_Citation,4,3.173,97.47,Medium
Medical,Sophomore,3.032,8.46,Summarizing_Reading,Beginner,2,False,15.43,3,Actively_Encouraged,4,3.363,71.42,Low
Business,Sophomore,3.345,4.92,Debugging/Troubleshooting,Beginner,3,True,6.8,3,Actively_Encouraged,1,3.473,68.83,Low
Business,Junior,3.347,19.18,Ideation,Intermediate,4,False,9.53,8,Allowed_With_Citation,4,3.642,56.66,High
Humanities,Senior,3.265,3.15,Direct_Answer_Generation,Intermediate,4,True,16.01,1,Allowed_With_Citation,4,3.335,82.93,Low
Business,Senior,3.18,2.31,Copywriting/Drafting,Intermediate,2,False,16.54,1,Strict_Ban,1,3.608,96.78,Low
Humanities,Junior,2.688,3.27,Copywriting/Drafting,Advanced,4,False,13.22,2,Actively_Encouraged,1,2.869,90.46,Low
Arts,Freshman,3.258,2.51,Direct_Answer_Generation,Advanced,3,False,11.3,4,Strict_Ban,6,3.671,77.21,Medium
Humanities,Senior,2.636,0.71,Summarizing_Reading,Beginner,3,False,16.41,1,Allowed_With_Citation,5,2.873,95.98,High
Humanities,Senior,3.044,6.25,Copywriting/Drafting,Beginner,3,False,13.65,2,Allowed_With_Citation,5,3.048,67.66,Medium
Humanities,Senior,3.099,10.56,Debugging/Troubleshooting,Intermediate,2,True,12.93,2,Allowed_With_Citation,5,3.591,83.74,High
Arts,Sophomore,3.419,3.61,Copywriting/Drafting,Beginner,3,False,4.65,2,Actively_Encouraged,2,3.629,87.18,High
Medical,Graduate,3.41,18.2,Ideation,Intermediate,2,True,13.89,7,Actively_Encouraged,4,3.666,90.69,High
Humanities,Sophomore,3.184,7.99,Copywriting/Drafting,Beginner,1,False,12.82,5,Actively_Encouraged,5,3.636,74.34,High
Humanities,Sophomore,2.938,2.76,Copywriting/Drafting,Advanced,3,True,8.68,1,Allowed_With_Citation,5,3.301,80.48,Medium
Business,Junior,3.079,13.63,Summarizing_Reading,Beginner,2,False,17.72,4,Allowed_With_Citation,8,3.522,78.09,Medium
Medical,Graduate,2.654,3.95,Debugging/Troubleshooting,Advanced,5,False,7.35,2,Allowed_With_Citation,5,3.183,68.87,Medium
Humanities,Freshman,3.517,15.36,Direct_Answer_Generation,Beginner,3,True,16.35,6,Allowed_With_Citation,2,3.485,58.78,Low
STEM,Senior,3.527,2.72,Direct_Answer_Generation,Intermediate,3,False,10.65,3,Allowed_With_Citation,3,3.907,100.0,Medium
Humanities,Freshman,3.211,5.2,Copywriting/Drafting,Beginner,3,False,6.84,3,Allowed_With_Citation,2,3.464,57.19,Medium
Business,Sophomore,3.076,5.9,Ideation,Beginner,2,False,12.14,4,Allowed_With_Citation,5,3.321,91.65,Medium
Humanities,Sophomore,3.477,2.21,Ideation,Advanced,3,False,3.72,1,Actively_Encouraged,9,3.449,70.55,Low
STEM,Senior,3.478,4.75,Debugging/Troubleshooting,Advanced,5,True,12.08,2,Allowed_With_Citation,5,3.842,65.85,Low
STEM,Freshman,3.686,8.72,Direct_Answer_Generation,Intermediate,3,True,2.12,6,Allowed_With_Citation,4,3.642,75.96,High
Business,Freshman,3.342,4.0,Debugging/Troubleshooting,Advanced,3,False,15.97,2,Actively_Encouraged,6,3.874,82.23,Medium
Medical,Freshman,3.029,16.18,Summarizing_Reading,Advanced,4,True,16.12,5,Allowed_With_Citation,5,3.165,84.03,High
Medical,Senior,3.613,10.69,Direct_Answer_Generation,Beginner,2,True,11.47,5,Allowed_With_Citation,7,3.817,93.67,High
Business,Freshman,2.48,0.17,Ideation,Intermediate,2,True,4.73,1,Allowed_With_Citation,2,2.84,52.82,Medium
Arts,Sophomore,3.229,6.8,Copywriting/Drafting,Beginner,1,False,22.46,3,Strict_Ban,4,3.562,83.02,High
STEM,Freshman,3.196,31.61,Debugging/Troubleshooting,Advanced,4,True,22.32,10,Actively_Encouraged,9,3.663,100.0,High
Business,Sophomore,2.268,0.71,Summarizing_Reading,Beginner,2,True,11.97,2,Strict_Ban,5,2.274,74.82,Medium
STEM,Senior,3.661,2.19,Debugging/Troubleshooting,Intermediate,3,True,5.85,2,Strict_Ban,6,3.932,81.09,Medium
Business,Sophomore,3.165,26.3,Ideation,Intermediate,3,False,6.02,7,Actively_Encouraged,7,3.367,71.16,High
Medical,Junior,2.805,2.6,Copywriting/Drafting,Beginner,2,True,11.17,3,Allowed_With_Citation,5,3.056,43.71,Medium
Arts,Sophomore,3.584,1.3,Summarizing_Reading,Advanced,5,False,18.36,1,Allowed_With_Citation,1,3.743,72.05,Low
Business,Senior,3.448,6.89,Direct_Answer_Generation,Intermediate,4,False,13.86,4,Allowed_With_Citation,6,3.957,92.51,Medium
Arts,Senior,3.421,1.95,Copywriting/Drafting,Beginner,3,False,16.33,2,Actively_Encouraged,2,3.6,66.24,Low
Medical,Sophomore,1.616,7.62,Ideation,Intermediate,2,False,8.18,4,Allowed_With_Citation,6,1.937,80.95,High
STEM,Freshman,2.579,18.65,Summarizing_Reading,Intermediate,3,True,11.3,6,Strict_Ban,7,2.678,69.3,High
Arts,Freshman,1.846,1.55,Copywriting/Drafting,Advanced,3,False,2.47,3,Actively_Encouraged,1,1.68,72.92,Medium
STEM,Junior,2.647,11.41,Debugging/Troubleshooting,Intermediate,2,False,13.7,5,Allowed_With_Citation,8,2.814,82.6,Medium
Medical,Sophomore,3.175,10.83,Ideation,Beginner,2,True,10.31,4,Actively_Encouraged,5,3.442,65.68,Medium
STEM,Sophomore,3.572,0.68,Copywriting/Drafting,Advanced,4,True,11.84,1,Allowed_With_Citation,1,3.49,74.67,Low
STEM,Junior,3.908,3.45,Debugging/Troubleshooting,Intermediate,2,False,9.67,3,Actively_Encouraged,4,4.0,70.02,Low
Business,Freshman,3.672,1.79,Copywriting/Drafting,Beginner,1,False,2.62,3,Allowed_With_Citation,4,3.82,74.79,Low
STEM,Junior,2.217,4.27,Copywriting/Drafting,Advanced,3,False,18.14,2,Allowed_With_Citation,8,2.36,86.21,Medium
STEM,Freshman,3.293,6.9,Debugging/Troubleshooting,Advanced,3,False,4.6,5,Actively_Encouraged,7,3.531,94.21,Low
Business,Graduate,2.232,6.21,Ideation,Beginner,3,True,12.34,1,Allowed_With_Citation,4,2.455,85.12,Medium
Arts,Freshman,3.9,10.04,Ideation,Intermediate,4,False,14.04,5,Actively_Encouraged,3,4.0,73.27,Low
STEM,Freshman,3.491,13.29,Debugging/Troubleshooting,Advanced,3,False,11.49,4,Allowed_With_Citation,6,3.693,82.83,Medium
Arts,Junior,3.83,20.9,Debugging/Troubleshooting,Advanced,3,True,4.39,6,Actively_Encouraged,4,4.0,100.0,High
Arts,Freshman,2.062,5.06,Direct_Answer_Generation,Beginner,1,False,19.65,2,Allowed_With_Citation,3,2.182,61.05,Low
Business,Senior,2.584,13.96,Debugging/Troubleshooting,Intermediate,2,True,6.28,3,Allowed_With_Citation,5,2.988,68.52,Medium
Business,Senior,3.127,11.22,Ideation,Beginner,1,False,15.86,3,Allowed_With_Citation,5,3.832,83.62,High
STEM,Junior,2.336,6.67,Debugging/Troubleshooting,Beginner,1,False,6.45,5,Allowed_With_Citation,6,2.502,74.18,Medium
Humanities,Senior,3.329,5.6,Copywriting/Drafting,Beginner,2,True,13.91,3,Strict_Ban,3,3.525,55.12,Low
STEM,Senior,3.786,3.06,Copywriting/Drafting,Beginner,2,False,23.38,2,Allowed_With_Citation,3,4.0,69.93,Low
STEM,Freshman,3.222,22.15,Copywriting/Drafting,Advanced,3,True,1.0,4,Allowed_With_Citation,2,3.411,90.65,High
Humanities,Graduate,2.927,1.06,Debugging/Troubleshooting,Advanced,5,True,7.58,3,Allowed_With_Citation,6,3.244,76.16,Low
Humanities,Graduate,2.791,9.09,Copywriting/Drafting,Intermediate,4,False,2.63,2,Allowed_With_Citation,1,2.905,66.36,Low
Business,Sophomore,3.477,0.3,Ideation,Beginner,2,False,12.99,1,Allowed_With_Citation,5,3.988,92.43,Medium
Business,Senior,3.784,0.96,Ideation,Beginner,2,False,14.86,3,Actively_Encouraged,5,4.0,72.28,Low
Medical,Graduate,2.97,6.6,Summarizing_Reading,Intermediate,3,False,16.35,4,Allowed_With_Citation,7,3.533,83.26,High
STEM,Senior,3.19,24.02,Ideation,Intermediate,3,True,5.82,7,Strict_Ban,10,3.502,53.1,High
STEM,Freshman,3.759,0.2,Debugging/Troubleshooting,Intermediate,1,True,10.87,1,Allowed_With_Citation,2,3.688,66.94,Low
Business,Freshman,3.496,1.06,Debugging/Troubleshooting,Beginner,1,True,5.17,2,Strict_Ban,1,3.188,88.97,Medium
STEM,Graduate,3.153,3.56,Summarizing_Reading,Intermediate,2,True,12.01,3,Actively_Encouraged,1,3.278,84.91,Low
Arts,Junior,3.462,2.45,Debugging/Troubleshooting,Beginner,3,False,17.96,1,Allowed_With_Citation,3,3.722,69.06,Medium
Business,Senior,2.327,18.4,Ideation,Intermediate,3,True,6.73,4,Strict_Ban,3,2.514,59.78,High
Humanities,Graduate,3.135,4.35,Copywriting/Drafting,Beginner,3,False,12.95,1,Actively_Encouraged,4,3.401,69.64,Low
Humanities,Freshman,2.871,4.66,Debugging/Troubleshooting,Intermediate,2,False,16.73,4,Actively_Encouraged,4,3.127,49.85,Low
Humanities,Junior,3.09,0.47,Summarizing_Reading,Intermediate,1,False,5.96,3,Allowed_With_Citation,1,3.467,62.72,Low
Humanities,Junior,2.73,0.23,Direct_Answer_Generation,Intermediate,4,False,15.94,4,Strict_Ban,1,3.09,69.56,Medium
STEM,Freshman,3.492,1.13,Debugging/Troubleshooting,Intermediate,3,True,20.24,2,Allowed_With_Citation,3,3.616,59.76,Low
STEM,Junior,2.827,10.68,Debugging/Troubleshooting,Advanced,5,True,12.24,1,Actively_Encouraged,6,3.679,71.82,Medium
Business,Graduate,3.247,7.81,Direct_Answer_Generation,Beginner,3,False,6.64,4,Strict_Ban,6,3.461,68.5,Low
STEM,Freshman,3.552,11.77,Debugging/Troubleshooting,Beginner,3,True,8.39,5,Allowed_With_Citation,4,3.448,53.28,Medium
Arts,Senior,2.498,4.74,Summarizing_Reading,Intermediate,2,False,11.64,3,Allowed_With_Citation,4,2.716,68.7,Low
STEM,Graduate,3.544,7.6,Summarizing_Reading,Beginner,2,False,4.24,1,Allowed_With_Citation,5,3.615,78.7,Medium
STEM,Graduate,3.384,4.0,Debugging/Troubleshooting,Intermediate,3,False,6.26,4,Allowed_With_Citation,2,3.782,65.97,Low
STEM,Junior,2.75,25.23,Debugging/Troubleshooting,Beginner,3,False,5.04,6,Strict_Ban,4,2.925,40.34,High
Humanities,Graduate,3.131,14.79,Summarizing_Reading,Beginner,2,True,10.22,6,Actively_Encouraged,1,3.261,69.41,Medium
STEM,Senior,3.339,12.28,Summarizing_Reading,Beginner,2,True,6.12,5,Allowed_With_Citation,4,3.745,81.75,Low
STEM,Senior,3.174,16.05,Summarizing_Reading,Intermediate,2,True,1.58,3,Allowed_With_Citation,4,3.182,82.66,High
Humanities,Sophomore,3.724,1.63,Summarizing_Reading,Intermediate,3,True,10.72,1,Allowed_With_Citation,4,3.813,83.47,Low
Humanities,Junior,3.443,9.91,Ideation,Intermediate,1,False,11.09,4,Actively_Encouraged,8,4.0,83.93,Medium
Arts,Sophomore,2.623,5.27,Ideation,Intermediate,5,False,4.61,4,Allowed_With_Citation,1,2.846,70.27,Medium
Arts,Freshman,3.469,17.34,Ideation,Advanced,4,True,8.64,3,Actively_Encouraged,2,3.522,89.92,High
STEM,Junior,3.352,8.07,Debugging/Troubleshooting,Intermediate,4,False,9.84,1,Allowed_With_Citation,4,3.341,85.46,Low
STEM,Sophomore,3.092,23.28,Ideation,Intermediate,4,True,2.95,7,Strict_Ban,8,3.105,64.62,Medium
Business,Junior,2.993,4.98,Debugging/Troubleshooting,Intermediate,4,True,10.26,2,Strict_Ban,1,3.404,83.92,Low
Arts,Graduate,2.987,3.49,Copywriting/Drafting,Intermediate,3,True,4.38,2,Allowed_With_Citation,1,3.206,75.44,Medium
Medical,Freshman,3.574,2.74,Copywriting/Drafting,Intermediate,2,True,15.67,2,Strict_Ban,1,3.878,80.23,Low
STEM,Graduate,2.884,3.84,Direct_Answer_Generation,Intermediate,2,False,5.95,3,Allowed_With_Citation,2,3.35,100.0,Medium
Humanities,Freshman,2.789,2.68,Copywriting/Drafting,Intermediate,3,False,4.57,3,Strict_Ban,5,3.128,66.35,High
Business,Senior,2.627,0.87,Summarizing_Reading,Intermediate,4,False,11.93,3,Strict_Ban,1,2.684,79.42,Low
Arts,Sophomore,3.553,0.95,Copywriting/Drafting,Advanced,3,False,1.0,3,Allowed_With_Citation,1,3.381,74.58,Medium
STEM,Freshman,3.115,23.45,Direct_Answer_Generation,Beginner,2,False,4.57,5,Allowed_With_Citation,9,2.812,60.29,High
Business,Senior,2.975,8.78,Copywriting/Drafting,Beginner,1,True,4.24,2,Strict_Ban,2,3.025,45.06,High
STEM,Senior,3.221,4.45,Ideation,Intermediate,4,True,12.41,2,Actively_Encouraged,6,3.152,77.61,Medium
STEM,Senior,3.527,3.02,Debugging/Troubleshooting,Intermediate,3,False,8.35,2,Strict_Ban,5,3.749,92.95,Medium
Humanities,Graduate,2.539,2.41,Debugging/Troubleshooting,Beginner,2,False,7.38,4,Allowed_With_Citation,4,3.048,60.36,Medium
STEM,Freshman,3.249,14.57,Debugging/Troubleshooting,Intermediate,4,True,7.38,4,Allowed_With_Citation,8,3.289,79.94,Low
Business,Junior,2.777,2.04,Ideation,Intermediate,2,True,8.9,4,Allowed_With_Citation,8,2.912,76.81,Low
Business,Junior,2.82,0.05,Direct_Answer_Generation,Intermediate,4,False,8.58,1,Allowed_With_Citation,2,3.141,65.02,Low
Arts,Sophomore,3.748,13.15,Debugging/Troubleshooting,Advanced,4,True,12.25,6,Strict_Ban,9,3.993,99.1,Low
Humanities,Senior,2.646,8.67,Summarizing_Reading,Intermediate,2,False,16.14,3,Actively_Encouraged,5,3.068,82.07,High
STEM,Graduate,3.229,23.39,Debugging/Troubleshooting,Advanced,5,True,4.77,7,Allowed_With_Citation,6,3.787,78.05,High
STEM,Senior,3.013,6.23,Debugging/Troubleshooting,Intermediate,5,True,13.46,4,Allowed_With_Citation,2,3.386,75.42,Medium
Humanities,Junior,3.847,6.94,Copywriting/Drafting,Intermediate,1,False,18.54,3,Allowed_With_Citation,2,4.0,56.05,Low
Business,Senior,2.938,36.02,Direct_Answer_Generation,Advanced,4,True,5.75,10,Allowed_With_Citation,4,2.502,43.88,High
Humanities,Freshman,2.493,34.0,Ideation,Beginner,2,True,10.04,5,Allowed_With_Citation,5,2.89,60.61,High
Business,Junior,2.059,40.0,Ideation,Intermediate,3,False,20.14,9,Strict_Ban,10,2.559,72.5,High
Business,Sophomore,3.744,3.57,Copywriting/Drafting,Intermediate,2,False,13.67,2,Strict_Ban,4,3.933,60.38,Medium
STEM,Sophomore,3.207,16.68,Debugging/Troubleshooting,Intermediate,1,True,19.39,4,Strict_Ban,8,3.499,81.48,High
Business,Junior,2.776,10.51,Ideation,Beginner,3,True,11.84,3,Strict_Ban,5,2.929,70.44,Medium
Humanities,Senior,2.758,0.2,Summarizing_Reading,Intermediate,1,True,8.65,1,Actively_Encouraged,4,3.042,57.48,Low
Arts,Sophomore,2.72,3.97,Copywriting/Drafting,Intermediate,1,True,13.7,1,Strict_Ban,7,3.129,61.64,Low
Business,Senior,3.018,21.49,Summarizing_Reading,Advanced,3,False,1.0,8,Allowed_With_Citation,4,3.167,74.15,High
